fieldDeptID,deptFieldDeptID,value
1681,0,1
1682,1683,0
1682,1684,0
1682,1685,0
1682,1686,0
1682,1687,0
1682,1688,0
1682,1689,0
1682,1690,0
1682,1691,0
1682,1692,0
1682,1711,1
1682,1688,1
1682,1692,1
1682,1710,1
1692,1693,1
1692,1694,1
1692,1695,1
1692,1696,1
1692,1697,1
1692,1698,1
1692,1699,1
1692,1700,1
1692,1701,1
1692,1702,1
1702,1703,1
1702,1704,1
